"Name","GPS","DateTime","NO2","O3_1hr","O3_4hr","O3_8hr","CO","PM10 1 hr","PM2.5 1 hr","PM10","PM2.5","AQI_CO","AQI_NO2","AQI_O3_1hr","AQI_O3_4hr","AQI_O3_8hr","AQI_PM10","AQI_PM2.5","AQI_Site","Date","Time"
"Civic","(-35.285399, 149.131536)","30/07/2022 01:00:00 AM",,"0.01","0.007","0.009",,"1.6","4.5","8.3","4.7",,,"10","8","13","17","19","19","30 July 2022","01:00"
"Florey","(-35.220606, 149.0435)","30/07/2022 01:00:00 AM","0.016","0.002","0.002","0.006","0.47","28.6","30.7","9.6","7.4","5","20","2","3",,"19","30","30","30 July 2022","01:00"
"Monash","(-35.418302, 149.094018)","30/07/2022 12:00:00 AM","0.01","0.014","0.018","0.022","0.16","7","6","8.4","8.6","2","13","14","23","33","17","35","35","30 July 2022","00:00"
"Florey","(-35.220606, 149.0435)","30/07/2022 12:00:00 AM","0.018","0.002","0.003","0.009","0.37","23.8","24.6","8.9","6.4","4","23","2","3",,"18","26","26","30 July 2022","00:00"
"Civic","(-35.285399, 149.131536)","30/07/2022 12:00:00 AM",,"0.008","0.005","0.01",,"8.2","5.8","8.5","4.7",,,"8","6","16","17","19","19","30 July 2022","00:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 11:00:00 PM","0.008","0.018","0.021","0.023","0.15","6.7","7.3","8.6","8.9","2","10","18","26","35","17","35","35","29 July 2022","23:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 11:00:00 PM",,"0.004","0.005","0.01",,"14.4","7.1","8.2","4.6",,,"4","6","16","16","18","18","29 July 2022","23:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 11:00:00 PM","0.02","0.002","0.006","0.01","0.31","19.7","17.1","8.3","6","3","25","2","7",,"17","24","25","29 July 2022","23:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 10:00:00 PM","0.01","0.017","0.02","0.025","0.13","5.4","9.5","8.7","8.7","1","13","17","25","38","17","35","38","29 July 2022","22:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 10:00:00 PM",,"0.004","0.008","0.013",,"19.7","5.5","7.8","4.5",,,"4","10","20","16","18","20","29 July 2022","22:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 10:00:00 PM","0.021","0.003","0.007","0.014","0.24","15.4","13","7.9","5.8","3","26","3","9",,"16","23","26","29 July 2022","22:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 09:00:00 PM","0.006","0.024","0.023","0.027","0.12","4.6","0.2","8.6","8.5","1","8","24","29","41","17","34","41","29 July 2022","21:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 09:00:00 PM",,"0.004","0.011","0.016",,"14.6","6.1","7.4","4.4",,,"4","14","24","15","17","24","29 July 2022","21:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 09:00:00 PM","0.023","0.004","0.01","0.017","0.19","12.2","6.2","7.5","5.5","2","29","4","13",,"15","22","29","29 July 2022","21:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 08:00:00 PM",,"0.007","0.015","0.017",,"13","6.8","6.9","4.2",,,"7","19","27","14","17","27","29 July 2022","20:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 08:00:00 PM","0.015","0.014","0.015","0.02","0.16","11.1","15","7.1","5.7","2","19","14","19",,"14","23","31","29 July 2022","20:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 08:00:00 PM","0.009","0.023","0.025","0.028","0.12","7.9","5.9","8.4","8.7","1","11","23","31","42","17","35","42","29 July 2022","20:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 07:00:00 PM","0.014","0.017","0.026","0.028","0.11","9.2","11.2","8.2","8.7","1","18","17","32","44","16","35","44","29 July 2022","19:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 07:00:00 PM","0.02","0.007","0.015","0.022","0.16","8.9","5.3","6.8","5.5","2","25","7","19",,"14","22","33","29 July 2022","19:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 07:00:00 PM",,"0.017","0.018","0.019",,"12.6","5.4","6.5","4.1",,,"17","23","29","13","16","29","29 July 2022","19:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 06:00:00 PM",,"0.016","0.02","0.018",,"10.3","4","6.3","4",,,"16","25","28","13","16","28","29 July 2022","18:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 06:00:00 PM","0.003","0.029","0.031","0.029","0.11","6.6","13","8.1","8.2","1","4","29","39","45","16","33","45","29 July 2022","18:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 06:00:00 PM","0.01","0.016","0.022","0.024","0.14","6","10.1","6.6","5.3","2","13","16","28",,"13","21","36","29 July 2022","18:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 05:00:00 PM","0.004","0.023","0.026","0.023","0.15","4.1","6.3","6.6","5.3","2","5","23","33",,"13","21","35","29 July 2022","17:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 05:00:00 PM",,"0.021","0.022","0.017",,"6.8","2.7","6.1","3.9",,,"21","27","26","12","15","26","29 July 2022","17:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 05:00:00 PM","0.002","0.031","0.032","0.027","0.12","-0.9","8.4","7.9","7.7","1","3","31","40","42","16","31","42","29 July 2022","17:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 04:00:00 PM",,,"0.027","0.02","0.24","3.6","2.2","6.5","5.5","3",,,"34",,"13","22","31","29 July 2022","16:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 04:00:00 PM",,,"0.031","0.024","0.19","2.4","1.9","8","7.4","2",,,"39","36","16","30","36","29 July 2022","16:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 04:00:00 PM",,,"0.02","0.015",,"5","3.3","5.9","3.8",,,,"25","23","12","15","23","29 July 2022","16:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 03:00:00 PM","0.001","0.028","0.026","0.018","0.28","3.9","4.4","6.4","5.5","3","1","28","33",,"13","22","27","29 July 2022","15:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 03:00:00 PM","0","0.033","0.03","0.021","0.27","1.8","-2.2","7.9","7.3","3","0","33","38","32","16","29","32","29 July 2022","15:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 03:00:00 PM",,"0.023","0.02","0.014",,"3","4.5","5.8","3.7",,,"23","24","21","12","15","21","29 July 2022","15:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 02:00:00 PM","0.001","0.028","0.025","0.014","0.31","4.3","-1","6.3","5.4","3","1","28","31",,"13","21","22","29 July 2022","14:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 02:00:00 PM","0.001","0.031","0.028","0.017","0.33","-0.3","3.2","7.7","7.1","4","1","31","35","26","15","28","28","29 July 2022","14:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 02:00:00 PM",,"0.021","0.017","0.011",,"2.6","6.8","5.7","3.5",,,"21","22","17","11","14","17","29 July 2022","14:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 01:00:00 PM","0.001","0.029","0.024","0.014","0.38","2.6","-2.9","7.7","7","4","1","29","30","21","15","28","28","29 July 2022","13:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 01:00:00 PM","0.001","0.025","0.021","0.011","0.33","4.9","-0.8","6.1","5.4","4","1","25","26",,"12","21","21","29 July 2022","13:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 01:00:00 PM",,"0.017","0.014","0.009",,"8.5","8","5.8","3.3",,,"17","17","14","12","13","14","29 July 2022","13:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 12:00:00 PM","0.002","0.024","0.015","0.009","0.35","5","0.3","6","5.2","4","3","24","19",,"12","21","21","29 July 2022","12:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 12:00:00 PM",,"0.017","0.011","0.008",,"5.9","6.8","5.5","3.2",,,"17","13","12","11","13","13","29 July 2022","12:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 12:00:00 PM","0.001","0.028","0.018","0.01","0.44","-0.1","-0.1","7.4","7.2","5","1","28","23","16","15","29","29","29 July 2022","12:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 11:00:00 AM","0.004","0.021","0.009","0.007","0.35","7.7","6.9","5.8","5.2","4","5","21","12",,"12","21","21","29 July 2022","11:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 11:00:00 AM","0.004","0.024","0.012","0.007","0.48","1.9","4.9","7.5","7.3","5","5","24","15","11","15","29","29","29 July 2022","11:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 11:00:00 AM",,"0.014","0.008","0.007",,"6.1","7.1","5.6","3.2",,,"14","9","11","11","13","13","29 July 2022","11:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 10:00:00 AM","0.008","0.016","0.006","0.005","0.51","11.4","12","7.6","7.6","6","10","16","8","8","15","31","31","29 July 2022","10:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 10:00:00 AM",,"0.007","0.005","0.007",,"9.2","5.8","5.3","3.2",,,"7","6","11","11","13","13","29 July 2022","10:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 10:00:00 AM","0.011","0.012","0.004","0.006","0.34","8.4","15.3","5.6","4.9","4","14","12","5",,"11","19","19","29 July 2022","10:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 09:00:00 AM","0.018","0.005","0.003","0.005","0.52","21.9","17","7.8","7.7","6","23","5","3","7","16","31","31","29 July 2022","09:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 09:00:00 AM",,"0.005","0.004","0.009",,"6.2","5.6","5","3.2",,,"5","5","14","10","13","14","29 July 2022","09:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 09:00:00 AM","0.018","0.003","0.002","0.007","0.31","8.5","6.1","5.5","4.3","3","23","3","2",,"11","17","23","29 July 2022","09:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 08:00:00 AM","0.018","0.002","0.002","0.006","0.49","19.6","11.6","7.3","7.2","5","23","2","3","9","15","29","29","29 July 2022","08:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 08:00:00 AM","0.01","0.001","0.003","0.008","0.23","5.6","9.2","5.3","4.2","3","13","1","3",,"11","17","17","29 July 2022","08:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 08:00:00 AM",,"0.004","0.005","0.012",,"8.1","3.9","4.9","3.2",,,"4","6","18","10","13","18","29 July 2022","08:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 07:00:00 AM","0.013","0.002","0.003","0.008","0.41","14.1","11.2","6.9","6.9","5","16","2","3","12","14","28","28","29 July 2022","07:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 07:00:00 AM","0.008","0.001","0.005","0.008","0.18","5.1","2.8","5.2","4.3","2","10","1","6",,"10","17","17","29 July 2022","07:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 07:00:00 AM",,"0.004","0.006","0.015",,"7.9","2.7","4.8","3.2",,,"4","8","22","10","13","22","29 July 2022","07:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 06:00:00 AM",,"0.004","0.01","0.016",,"7.6","4.1","4.7","3.2",,,"4","12","25","9","13","25","29 July 2022","06:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 06:00:00 AM","0.006","0.002","0.008","0.009","0.14","6","5.2","5.1","3.9","2","8","2","9",,"10","16","16","29 July 2022","06:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 06:00:00 AM","0.01","0.002","0.004","0.009","0.37","19.8","17.1","6.7","6.7","4","13","2","5","13","13","27","27","29 July 2022","06:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 05:00:00 AM",,"0.007","0.014","0.018",,"5.2","3.8","4.5","3.2",,,"7","18","28","9","13","28","29 July 2022","05:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 05:00:00 AM","0.003","0.006","0.011","0.01","0.11","7.6","0.4","4.9","3.7","1","4","6","14",,"10","15","16","29 July 2022","05:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 05:00:00 AM","0.009","0.003","0.007","0.011","0.31","18.2","13.6","5.9","6.2","3","11","3","8","17","12","25","25","29 July 2022","05:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 04:00:00 AM","0.002","0.01","0.013","0.012","0.08","10.2","-1.4","4.8","3.8","1","3","10","16",,"10","15","18","29 July 2022","04:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 04:00:00 AM","0.007","0.004","0.009","0.014","0.25","6.6","7.6","5.3","5.7","3","9","4","12","21","11","23","23","29 July 2022","04:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 04:00:00 AM",,"0.01","0.019","0.019",,"8.1","2.2","4.4","3.2",,,"10","24","30","9","13","30","29 July 2022","04:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 03:00:00 AM",,"0.017","0.023","0.02",,"7.1","0.1","4.2","3.2",,,"17","28","31","8","13","31","29 July 2022","03:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 03:00:00 AM","0.007","0.007","0.013","0.016","0.2","11.4","15","5.3","5.5","2","9","7","16","24","11","22","24","29 July 2022","03:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 03:00:00 AM","0.002","0.012","0.012","0.013","0.06","10.3","-2","4.5","4.4","1","3","12","15",,"9","17","19","29 July 2022","03:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 02:00:00 AM","0.002","0.017","0.011","0.013","0.07","10.4","1.5","4.3","4.4","1","3","17","13",,"9","18","20","29 July 2022","02:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 02:00:00 AM",,"0.023","0.023","0.02",,"6.9","0.7","4.1","3.4",,,"23","29","31","8","13","31","29 July 2022","02:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 02:00:00 AM","0.006","0.012","0.014","0.017","0.17","14.5","18.7","5.3","5.3","2","8","12","17","27","11","21","27","29 July 2022","02:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 01:00:00 AM",,"0.026","0.022","0.019",,"7.9","3.1","4","3.4",,,"26","27","30","8","14","30","29 July 2022","01:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 01:00:00 AM","0.004","0.012","0.009","0.013","0.08","10.6","6.4","4.2","4.9","1","5","12","12",,"8","20","20","29 July 2022","01:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 01:00:00 AM","0.008","0.014","0.015","0.019","0.13","8.9","17.2","5.2","4.9","1","10","14","19","29","10","20","29","29 July 2022","01:00"
"Florey","(-35.220606, 149.0435)","29/07/2022 12:00:00 AM","0.01","0.006","0.011","0.015","0.08","10.3","15.1","4.1","4.8","1","13","6","13",,"8","19","23","29 July 2022","00:00"
"Civic","(-35.285399, 149.131536)","29/07/2022 12:00:00 AM",,"0.025","0.02","0.019",,"-0.3","3.6","3.8","3.3",,,"25","25","29","8","13","29","29 July 2022","00:00"
"Monash","(-35.418302, 149.094018)","29/07/2022 12:00:00 AM","0.007","0.017","0.018","0.021","0.09","11.9","11.6","5.2","4.4","1","9","17","23","32","10","18","32","29 July 2022","00:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 11:00:00 PM","0.011","0.011","0.019","0.021","0.08","9","4.1","4.9","4.1","1","14","11","24","32","10","17","32","28 July 2022","23:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 11:00:00 PM","0.009","0.007","0.014","0.016","0.08","8.7","12.6","4.2","4.2","1","11","7","17",,"8","17","24","28 July 2022","23:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 11:00:00 PM",,"0.019","0.017","0.018",,"5.7","4.4","3.9","3.3",,,"19","22","28","8","13","28","28 July 2022","23:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 10:00:00 PM","0.006","0.019","0.021","0.024","0.06","3.7","3.8","4.7","4.2","1","8","19","27","36","9","17","36","28 July 2022","22:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 10:00:00 PM","0.007","0.012","0.016","0.019","0.07","6.2","6.5","4.5","4.1","1","9","12","19",,"9","16","29","28 July 2022","22:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 10:00:00 PM",,"0.017","0.017","0.019",,"8.4","3.3","3.9","3.4",,,"17","21","29","8","13","29","28 July 2022","22:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 09:00:00 PM",,"0.018","0.017","0.02",,"3.9","2.7","3.8","3.5",,,"18","21","31","8","14","31","28 July 2022","21:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 09:00:00 PM","0.005","0.017","0.017","0.021","0.09","3.9","11","4.8","4.2","1","6","17","22",,"10","17","32","28 July 2022","21:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 09:00:00 PM","0.003","0.025","0.023","0.025","0.05","-1","5.9","4.9","4.2","1","4","25","28","38","10","17","38","28 July 2022","21:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 08:00:00 PM","0.006","0.018","0.019","0.022","0.1","2.9","9.1","5.1","4.2","1","8","18","23",,"10","17","34","28 July 2022","20:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 08:00:00 PM","0.004","0.022","0.023","0.026","0.06","4.2","4.5","5.1","4.1","1","5","22","29","39","10","17","39","28 July 2022","20:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 08:00:00 PM",,"0.015","0.018","0.021",,"4.2","3.1","3.9","3.7",,,"15","23","32","8","15","32","28 July 2022","20:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 07:00:00 PM","0.006","0.019","0.023","0.026","0.06","6.8","0","5.1","4.3","1","8","19","29","40","10","17","40","28 July 2022","19:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 07:00:00 PM","0.008","0.015","0.019","0.023","0.11","4.8","1.8","5.4","4.4","1","10","15","24",,"11","18","36","28 July 2022","19:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 07:00:00 PM",,"0.016","0.019","0.022",,"6.3","2.6","4.1","4",,,"16","24","34","8","16","34","28 July 2022","19:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 06:00:00 PM",,"0.019","0.022","0.022",,"6.1","1.7","4.3","4.2",,,"19","28","34","9","17","34","28 July 2022","18:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 06:00:00 PM","0.003","0.024","0.027","0.027","0.05","1.3","0.8","5.1","4.4","1","4","24","33","42","10","17","42","28 July 2022","18:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 06:00:00 PM","0.005","0.019","0.023","0.025","0.11","4.8","9.4","5.7","4.6","1","6","19","28",,"11","18","38","28 July 2022","18:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 05:00:00 PM","0.002","0.023","0.025","0.025","0.11","3.1","10.4","5.9","4.4","1","3","23","32",,"12","18","39","28 July 2022","17:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 05:00:00 PM","0.002","0.027","0.028","0.026","0.08","0.9","2","5.3","4.2","1","3","27","35","40","11","17","40","28 July 2022","17:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 05:00:00 PM",,"0.022","0.024","0.022",,"3.1","0.5","4.4","4.4",,,"22","30","33","9","18","33","28 July 2022","17:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 04:00:00 PM",,,"0.029","0.023","0.12","-0.2","-2.2","5.4","4.1","1",,,"36","35","11","16","35","28 July 2022","16:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 04:00:00 PM",,,"0.024","0.02",,"2.4","1.2","4.6","4.5",,,,"30","31","9","18","31","28 July 2022","16:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 04:00:00 PM",,,"0.026","0.024","0.11","1.6","3.4","6","4.3","1",,,"33",,"12","17","37","28 July 2022","16:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 03:00:00 PM",,"0.025","0.024","0.019",,"0.8","0.8","4.7","4.7",,,"25","30","29","9","19","29","28 July 2022","15:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 03:00:00 PM","0.001","0.029","0.029","0.02","0.14","-1.3","-5.9","5.7","4.2","2","1","29","36","31","11","17","31","28 July 2022","15:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 03:00:00 PM","0.001","0.026","0.027","0.022","0.12","0","0.1","6.1","4.3","1","1","26","33",,"12","17","33","28 July 2022","15:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 02:00:00 PM","0","0.029","0.028","0.017","0.16","-0.9","-0.5","5.7","4.5","2","0","29","35","26","11","18","26","28 July 2022","14:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 02:00:00 PM",,"0.025","0.022","0.016",,"3.8","2.3","4.8","4.9",,,"25","28","25","10","19","25","28 July 2022","14:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 02:00:00 PM","0.001","0.027","0.026","0.02","0.11","0","-1","6.3","4.3","1","1","27","33",,"13","17","31","28 July 2022","14:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 01:00:00 PM",,"0.023","0.02","0.015",,"2.3","4.9","4.9","5",,,"23","25","23","10","20","23","28 July 2022","13:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 01:00:00 PM","0","0.029","0.024","0.014","0.17","-5","2.9","5.9","4.5","2","0","29","30","21","12","18","21","28 July 2022","13:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 01:00:00 PM","0.001","0.026","0.025","0.018","0.1","1.2","-3.6","6.4","4.6","1","1","26","31",,"13","19","28","28 July 2022","13:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 12:00:00 PM",,"0.023","0.017","0.015",,"6.2","7.1","5","5",,,"23","21","22","10","20","22","28 July 2022","12:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 12:00:00 PM","0.001","0.027","0.023","0.016","0.1","1.1","-0.9","6.5","4.7","1","1","27","28",,"13","19","24","28 July 2022","12:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 12:00:00 PM","0","0.027","0.018","0.011","0.2","3.2","3.7","6.1","4.4","2","0","27","23","17","12","18","18","28 July 2022","12:00"
"Monash","(-35.418302, 149.094018)","28/07/2022 11:00:00 AM","0.001","0.027","0.012","0.009","0.22","4.7","11.7","6.1","4.4","2","1","27","15","13","12","17","17","28 July 2022","11:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 11:00:00 AM",,"0.018","0.013","0.014",,"1.2","6.7","4.9","5.1",,,"18","17","22","10","20","22","28 July 2022","11:00"
"Florey","(-35.220606, 149.0435)","28/07/2022 11:00:00 AM","0.001","0.025","0.017","0.014","0.09","4","-1.1","6.8","4.7","1","1","25","21",,"14","19","21","28 July 2022","11:00"
"Civic","(-35.285399, 149.131536)","28/07/2022 10:00:00 AM",,"0.016","0.011","0.014",,"1.1","6.9","5.1","5.2",,,"16","13","22","10","21","22","28 July 2022","10:00"
